0,0.06025581,0.016239129,0.07663977,0.037438262,0.015680104,0.030618189,0.033496745,0.018343668,0.101621404
1,0.9480856,0.84562624,0.8008965,0.71461797,0.9596142,0.5114441,0.9274784,0.9890983,0.005597653
0,0.15162116,0.055876758,0.09959868,0.13306105,0.086076505,0.08194143,0.09482062,0.037601855,0.025223153
0,0.1421837,0.056277197,0.1129929,0.071172714,0.10346269,0.15308398,0.051115654,0.11405828,0.025155008
1,0.31089434,0.1386542,0.27742776,0.32565218,0.074327976,0.1860579,0.062414657,0.3551208,0.006747942
1,0.31089434,0.16101035,0.3945578,0.32918105,0.15084757,0.16143522,0.11868253,0.20172954,0.007287916
1,0.31169578,0.08353908,0.27755725,0.34644684,0.051454037,0.026462417,0.042089306,0.023065712,0.006300415
1,0.35817605,0.26189512,0.4877265,0.29209068,0.19442073,0.3052584,0.12897673,0.022202326,0.001407373
1,0.8355208,0.3618571,0.15813917,0.9007356,0.45464548,0.10749025,0.08286384,0.03468507,0.034007277
1,0.25865546,0.05660114,0.2330778,0.39560702,0.017290749,0.022986969,0.013190322,0.58163553,0.11367776
1,0.6046989,0.4819514,0.7402226,0.588405,0.29841048,0.63013077,0.1574496,0.10044631,0.011979321
1,0.37027916,0.2046085,0.40463984,0.3491446,0.16314496,0.3689719,0.15072832,0.4165171,0.18749118
1,0.26131827,0.120458774,0.12884723,0.24135087,0.1416537,0.22180048,0.1464133,0.028791634,0.055998992
1,0.14091705,0.06498246,0.18784349,0.11678005,0.089932844,0.17060187,0.09371249,0.04216957,0.032896504
1,0.7093121,0.6067949,0.6442305,0.5798344,0.5596078,0.7047643,0.34612244,0.17016996,0.014179397
1,0.48659772,0.41393778,0.7300177,0.4726921,0.2672751,0.34206685,0.22896662,0.01488676,0.019342782
1,0.42585135,0.20193446,0.5542736,0.42710653,0.11096189,0.3063222,0.059828095,0.037064217,0.004015273
1,0.117013924,0.033569824,0.041241746,0.11547243,0.03946248,0.08117755,0.034555584,0.39421082,0.00898104
1,0.189662,0.12804785,0.40404037,0.13748589,0.094087176,0.24815719,0.053736128,0.041794088,0.03335918
